"subject";"activity";"domain";"instrument";"signal";"jerk";"magnitude";"measure";"count";"avg"
5;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";44;-0.936290604545455
5;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";44;-0.925669291136364
5;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";132;-0.966587923863636
5;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";132;-0.969005773106061
5;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";44;-0.964440302272727
5;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";44;-0.966545323409091
5;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"Mean";132;-0.950193679015152
5;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"SD";132;-0.954769439166667
5;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";44;-0.944760322045455
5;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";44;-0.934746865454545
5;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";44;-0.971598370227273
5;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";44;-0.970675403409091
5;"sitting";"Time";"Accelerometer";"Body";NA;NA;"Mean";132;0.0517510013363636
5;"sitting";"Time";"Accelerometer";"Body";NA;NA;"SD";132;-0.937124961098485
5;"sitting";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";44;-0.9379783225
5;"sitting";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";44;-0.920939027727273
5;"sitting";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";132;0.0251853678592727
5;"sitting";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";132;-0.967142546969697
5;"sitting";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";44;-0.969320155681818
5;"sitting";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";44;-0.965757731590909
5;"sitting";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";132;0.397394608491667
5;"sitting";"Time";"Accelerometer";"Gravity";NA;NA;"SD";132;-0.956029840310606
5;"sitting";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";44;-0.9379783225
5;"sitting";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";44;-0.920939027727273
5;"sitting";"Time";"Gyroscope";NA;NA;NA;"Mean";132;-0.0144634945916667
5;"sitting";"Time";"Gyroscope";NA;NA;NA;"SD";132;-0.952309163409091
5;"sitting";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";44;-0.934301646590909
5;"sitting";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";44;-0.931414810454546
5;"sitting";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";132;-0.0610721793878788
5;"sitting";"Time";"Gyroscope";NA;"Jerk";NA;"SD";132;-0.968783145378788
5;"sitting";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";44;-0.973848287045454
5;"sitting";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";44;-0.970392610454546
5;"standing";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";168;-0.923460358988095
5;"standing";"Frequency";"Accelerometer";"Body";NA;NA;"SD";168;-0.898944324875
5;"standing";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";56;-0.9046413925
5;"standing";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";56;-0.886745170714286
5;"standing";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";168;-0.950956056845238
5;"standing";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";168;-0.956684607559524
5;"standing";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";56;-0.941825903035714
5;"standing";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";56;-0.943601960178571
5;"standing";"Frequency";"Gyroscope";NA;NA;NA;"Mean";168;-0.918742054464286
5;"standing";"Frequency";"Gyroscope";NA;NA;NA;"SD";168;-0.920476027797619
5;"standing";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";56;-0.904543921607143
5;"standing";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";56;-0.868913993928571
5;"standing";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";56;-0.952286438035714
5;"standing";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";56;-0.946196462857143
5;"standing";"Time";"Accelerometer";"Body";NA;NA;"Mean";168;0.0577897032170833
5;"standing";"Time";"Accelerometer";"Body";NA;NA;"SD";168;-0.902453016964286
5;"standing";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";56;-0.906104701071429
5;"standing";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";56;-0.87977380125
5;"standing";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";168;0.019339287236369
5;"standing";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";168;-0.952565446607143
5;"standing";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";56;-0.956863566071429
5;"standing";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";56;-0.942962047678572
5;"standing";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";168;0.353372336354762
5;"standing";"Time";"Accelerometer";"Gravity";NA;NA;"SD";168;-0.940223548392857
5;"standing";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";56;-0.906104701071429
5;"standing";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";56;-0.87977380125
5;"standing";"Time";"Gyroscope";NA;NA;NA;"Mean";168;-0.00472137295755952
5;"standing";"Time";"Gyroscope";NA;NA;NA;"SD";168;-0.917201627380952
5;"standing";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";56;-0.900671630714286
5;"standing";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";56;-0.867041711785714
5;"standing";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";168;-0.0581193131160714
5;"standing";"Time";"Gyroscope";NA;"Jerk";NA;"SD";168;-0.949287709583333
5;"standing";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";56;-0.958405900892857
5;"standing";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";56;-0.947970723571429
5;"walking";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";168;-0.256191106857738
5;"walking";"Frequency";"Accelerometer";"Body";NA;NA;"SD";168;-0.245991543144643
5;"walking";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";56;-0.304992488892857
5;"walking";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";56;-0.519636926071429
5;"walking";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";168;-0.372168992056786
5;"walking";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";168;-0.336447225207738
5;"walking";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";56;-0.269481661080357
5;"walking";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";56;-0.305685376071429
5;"walking";"Frequency";"Gyroscope";NA;NA;NA;"Mean";168;-0.366582499690476
5;"walking";"Frequency";"Gyroscope";NA;NA;NA;"SD";168;-0.484147748630952
5;"walking";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";56;-0.484262828928571
5;"walking";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";56;-0.589741506785714
5;"walking";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";56;-0.548053574821429
5;"walking";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";56;-0.455665300892857
5;"walking";"Time";"Accelerometer";"Body";NA;NA;"Mean";168;0.0509385126791488
5;"walking";"Time";"Accelerometer";"Body";NA;NA;"SD";168;-0.224790522558929
5;"walking";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";56;-0.158338674394643
5;"walking";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";56;-0.377178733392857
5;"walking";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";168;0.0227842297230357
5;"walking";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";168;-0.335608695352381
5;"walking";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";56;-0.288333024071429
5;"walking";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";56;-0.282242276785714
5;"walking";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";168;0.291553636933929
5;"walking";"Time";"Accelerometer";"Gravity";NA;NA;"SD";168;-0.968504886726191
5;"walking";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";56;-0.158338674394643
5;"walking";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";56;-0.377178733392857
5;"walking";"Time";"Gyroscope";NA;NA;NA;"Mean";168;-0.0121206550127381
5;"walking";"Time";"Gyroscope";NA;NA;NA;"SD";168;-0.438066714285714
5;"walking";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";56;-0.355933083571429
5;"walking";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";56;-0.492176823571429
5;"walking";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";168;-0.0606882494130952
5;"walking";"Time";"Gyroscope";NA;"Jerk";NA;"SD";168;-0.362267357006548
5;"walking";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";56;-0.444532485357143
5;"walking";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";56;-0.48919974625
5;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";141;-0.0656933370496454
5;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;NA;"SD";141;0.00332795406312057
5;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";47;0.155742168808511
5;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";47;0.0428533623276596
5;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";141;-0.195194819013475
5;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";141;-0.149983377475745
5;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";47;0.00918394264170213
5;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";47;-0.089735699787234
5;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;NA;"Mean";141;-0.237334401482766
5;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;NA;"SD";141;-0.440399634468085
5;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";47;-0.349338414731915
5;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";47;-0.484141274255319
5;"walking_downstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";47;-0.453697247021277
5;"walking_downstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";47;-0.487128422553191
5;"walking_downstairs";"Time";"Accelerometer";"Body";NA;NA;"Mean";141;0.0615743070453901
5;"walking_downstairs";"Time";"Accelerometer";"Body";NA;NA;"SD";141;0.0133059170843972
5;"walking_downstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";47;0.211138853638298
5;"walking_downstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";47;0.205422375957447
5;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";141;0.0482507300950355
5;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";141;-0.147682952079433
5;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";47;-0.0637528559361702
5;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";47;-0.0292570509829787
5;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";141;0.305856437248632
5;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;NA;"SD";141;-0.930015697446808
5;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";47;0.211138853638298
5;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";47;0.205422375957447
5;"walking_downstairs";"Time";"Gyroscope";NA;NA;NA;"Mean";141;-0.0194730569425532
5;"walking_downstairs";"Time";"Gyroscope";NA;NA;NA;"SD";141;-0.365883345468085
5;"walking_downstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";47;-0.218029835319149
5;"walking_downstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";47;-0.360678305253192
5;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";141;-0.0736481202216312
5;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";NA;"SD";141;-0.320105150461702
5;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";47;-0.39719562106383
5;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";47;-0.450303212340425
5;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";141;-0.182021900326241
5;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;NA;"SD";141;-0.042985741529078
5;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";47;-0.169261525
5;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";47;-0.254091927148936
5;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";141;-0.364420285326241
5;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";141;-0.333154902339007
5;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";47;-0.264674938957447
5;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";47;-0.378616675957447
5;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"Mean";141;-0.306675178766667
5;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"SD";141;-0.428516660070922
5;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";47;-0.392564530851064
5;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";47;-0.440445051914894
5;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";47;-0.571344138723404
5;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";47;-0.572485019787234
5;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"Mean";141;0.042820346828227
5;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"SD";141;-0.0565467657652482
5;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";47;0.0435562021989362
5;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";47;-0.136736383765957
5;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";141;0.0226554771369504
5;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";141;-0.329097403070922
5;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";47;-0.247403476914894
5;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";47;-0.310186545957447
5;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";141;0.215891909773262
5;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"SD";141;-0.925170422907801
5;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";47;0.0435562021989362
5;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";47;-0.136736383765957
5;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"Mean";141;-0.0117440525680851
5;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"SD";141;-0.383046473950355
5;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";47;-0.235516929306383
5;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";47;-0.354687870212766
5;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";141;-0.0841696014003546
5;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"SD";141;-0.406407209758865
5;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";47;-0.47348816787234
5;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";47;-0.557988065531915
6;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";171;-0.933621985964912
6;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"SD";171;-0.92872630327076
6;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";57;-0.91235165222807
6;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";57;-0.905373979824561
6;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";171;-0.952513900584795
6;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";171;-0.955968051052631
6;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";57;-0.948655471052632
6;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";57;-0.951552664035088
6;"laying";"Frequency";"Gyroscope";NA;NA;NA;"Mean";171;-0.936615975614035
6;"laying";"Frequency";"Gyroscope";NA;NA;NA;"SD";171;-0.951555616959064
6;"laying";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";57;-0.930153639473684
6;"laying";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";57;-0.928694890175439
6;"laying";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";57;-0.953695957368421
6;"laying";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";57;-0.955504654561404
6;"laying";"Time";"Accelerometer";"Body";NA;NA;"Mean";171;0.0350946775719298
6;"laying";"Time";"Accelerometer";"Body";NA;NA;"SD";171;-0.927970116263158
6;"laying";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";57;-0.918878850824561
6;"laying";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";57;-0.897326245964912
6;"laying";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";171;0.0328303586681871
6;"laying";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";171;-0.953220534795322
6;"laying";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";57;-0.954750504912281
6;"laying";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";57;-0.950341934385965
6;"laying";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";171;0.21858388148655
6;"laying";"Time";"Accelerometer";"Gravity";NA;NA;"SD";171;-0.925013001754386
6;"laying";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";57;-0.918878850824561
6;"laying";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";57;-0.897326245964912
6;"laying";"Time";"Gyroscope";NA;NA;NA;"Mean";171;0.0213077468385965
6;"laying";"Time";"Gyroscope";NA;NA;NA;"SD";171;-0.946051684385965
6;"laying";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";57;-0.908980174736842
6;"laying";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";57;-0.920914497017544
6;"laying";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";171;-0.0751517293389474
6;"laying";"Time";"Gyroscope";NA;"Jerk";NA;"SD";171;-0.952606499824561
6;"laying";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";57;-0.955645738245614
6;"laying";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";57;-0.953157001578947
6;"sitting";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";165;-0.946471311818182
6;"sitting";"Frequency";"Accelerometer";"Body";NA;NA;"SD";165;-0.944632238787879
6;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";55;-0.935750391272727
6;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";55;-0.939547202909091
6;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";165;-0.957436028909091
6;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";165;-0.960001788181818
6;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";55;-0.948348653636364
6;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";55;-0.947304700363636
6;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"Mean";165;-0.93943122969697
6;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"SD";165;-0.951878438242424
6;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";55;-0.929725679272727
6;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";55;-0.929549141636364
6;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";55;-0.952034566
6;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";55;-0.951196693454545
6;"sitting";"Time";"Accelerometer";"Body";NA;NA;"Mean";165;0.0506865324054546
6;"sitting";"Time";"Accelerometer";"Body";NA;NA;"SD";165;-0.943214720606061
6;"sitting";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";55;-0.949543531272727
6;"sitting";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";55;-0.931572655636364
6;"sitting";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";165;0.0272373326137576
6;"sitting";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";165;-0.957882038363636
6;"sitting";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";55;-0.962733502
6;"sitting";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";55;-0.948181827818182
6;"sitting";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";165;0.357159255654061
6;"sitting";"Time";"Accelerometer";"Gravity";NA;NA;"SD";165;-0.968408065454545
6;"sitting";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";55;-0.949543531272727
6;"sitting";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";55;-0.931572655636364
6;"sitting";"Time";"Gyroscope";NA;NA;NA;"Mean";165;-0.0139059859733333
6;"sitting";"Time";"Gyroscope";NA;NA;NA;"SD";165;-0.947059692484849
6;"sitting";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";55;-0.932703812181818
6;"sitting";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";55;-0.921259472727273
6;"sitting";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";165;-0.0578728178455758
6;"sitting";"Time";"Gyroscope";NA;"Jerk";NA;"SD";165;-0.954761067454545
6;"sitting";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";55;-0.962929227818182
6;"sitting";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";55;-0.950150571818182
6;"standing";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";171;-0.95010025871345
6;"standing";"Frequency";"Accelerometer";"Body";NA;NA;"SD";171;-0.942527903099415
6;"standing";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";57;-0.945949804035088
6;"standing";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";57;-0.94456410754386
6;"standing";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";171;-0.962876507251462
6;"standing";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";171;-0.96527099128655
6;"standing";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";57;-0.955914005438597
6;"standing";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";57;-0.95538157877193
6;"standing";"Frequency";"Gyroscope";NA;NA;NA;"Mean";171;-0.939375044210526
6;"standing";"Frequency";"Gyroscope";NA;NA;NA;"SD";171;-0.949937423976608
6;"standing";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";57;-0.926664297017544
6;"standing";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";57;-0.923108761578947
6;"standing";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";57;-0.955425138245614
6;"standing";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";57;-0.952088499473684
6;"standing";"Time";"Accelerometer";"Body";NA;NA;"Mean";171;0.0500165946438597
6;"standing";"Time";"Accelerometer";"Body";NA;NA;"SD";171;-0.942981241111111
6;"standing";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";57;-0.945022876491228
6;"standing";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";57;-0.939310249649123
6;"standing";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";171;0.025657225978655
6;"standing";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";171;-0.963347384853801
6;"standing";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";57;-0.967102436140351
6;"standing";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";57;-0.956099145964912
6;"standing";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";171;0.242935771692982
6;"standing";"Time";"Accelerometer";"Gravity";NA;NA;"SD";171;-0.965609076783626
6;"standing";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";57;-0.945022876491228
6;"standing";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";57;-0.939310249649123
6;"standing";"Time";"Gyroscope";NA;NA;NA;"Mean";171;-0.00349826745672515
6;"standing";"Time";"Gyroscope";NA;NA;NA;"SD";171;-0.945943346959064
6;"standing";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";57;-0.939404744385965
6;"standing";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";57;-0.915891572982456
6;"standing";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";171;-0.0656061945426901
6;"standing";"Time";"Gyroscope";NA;"Jerk";NA;"SD";171;-0.957201311345029
6;"standing";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";57;-0.963406222982456
6;"standing";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";57;-0.952536233859649
6;"walking";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";171;-0.181890955178363
6;"walking";"Frequency";"Accelerometer";"Body";NA;NA;"SD";171;-0.26466755652848
6;"walking";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";57;-0.201386607649123
6;"walking";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";57;-0.421683093508772
6;"walking";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";171;-0.255918588708772
6;"walking";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";171;-0.256624660176023
6;"walking";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";57;-0.055401423331579
6;"walking";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";57;-0.0964999702982456
6;"walking";"Frequency";"Gyroscope";NA;NA;NA;"Mean";171;-0.261534866246784
6;"walking";"Frequency";"Gyroscope";NA;NA;NA;"SD";171;-0.453180598245614
6;"walking";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";57;-0.329681123368421
6;"walking";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";57;-0.510648322631579
6;"walking";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";57;-0.366500534122807
6;"walking";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";57;-0.408078906482456
6;"walking";"Time";"Accelerometer";"Body";NA;NA;"Mean";171;0.052153427761579
